transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,Georeference
03/10/2023 12:00:00 AM,subway,334,"Clark St (2,3)",Brooklyn,omny,OMNY - Full Fare,9,0,40.69746780395508,-73.99308776855469,POINT (-73.99308776855469 40.69746780395508)
03/10/2023 12:00:00 AM,subway,336,"Hoyt St (2,3)",Brooklyn,metrocard,Metrocard - Full Fare,5,0,40.69054412841797,-73.98506164550781,POINT (-73.98506164550781 40.69054412841797)
03/10/2023 12:00:00 AM,subway,336,"Hoyt St (2,3)",Brooklyn,metrocard,Metrocard - Fair Fare,2,0,40.69054412841797,-73.98506164550781,POINT (-73.98506164550781 40.69054412841797)
03/10/2023 12:00:00 AM,subway,336,"Hoyt St (2,3)",Brooklyn,metrocard,Metrocard - Other,1,0,40.69054412841797,-73.98506164550781,POINT (-73.98506164550781 40.69054412841797)
03/10/2023 12:00:00 AM,subway,336,"Hoyt St (2,3)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2,0,40.69054412841797,-73.98506164550781,POINT (-73.98506164550781 40.69054412841797)
03/10/2023 12:00:00 AM,subway,336,"Hoyt St (2,3)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,5,0,40.69054412841797,-73.98506164550781,POINT (-73.98506164550781 40.69054412841797)
03/10/2023 12:00:00 AM,subway,336,"Hoyt St (2,3)",Brooklyn,omny,OMNY - Full Fare,13,0,40.69054412841797,-73.98506164550781,POINT (-73.98506164550781 40.69054412841797)
03/10/2023 12:00:00 AM,subway,337,"Nevins St (2,3,4,5)",Brooklyn,metrocard,Metrocard - Other,3,0,40.68824768066406,-73.9804916381836,POINT (-73.9804916381836 40.68824768066406)
03/10/2023 12:00:00 AM,subway,337,"Nevins St (2,3,4,5)",Brooklyn,metrocard,Metrocard - Full Fare,10,1,40.68824768066406,-73.9804916381836,POINT (-73.9804916381836 40.68824768066406)
03/10/2023 12:00:00 AM,subway,337,"Nevins St (2,3,4,5)",Brooklyn,metrocard,Metrocard - Fair Fare,2,0,40.68824768066406,-73.9804916381836,POINT (-73.9804916381836 40.68824768066406)
03/10/2023 12:00:00 AM,subway,337,"Nevins St (2,3,4,5)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,5,0,40.68824768066406,-73.9804916381836,POINT (-73.9804916381836 40.68824768066406)
03/10/2023 12:00:00 AM,subway,337,"Nevins St (2,3,4,5)",Brooklyn,omny,OMNY - Full Fare,12,2,40.68824768066406,-73.9804916381836,POINT (-73.9804916381836 40.68824768066406)
